index,account_length,total_day_charge,total_eve_minutes,total_night_charge,total_intl_charge,customer_service_calls,churn
2863,28,40.26,167.1,12.61,2.62,3,0
2864,153,38.91,160.7,9.14,3.38,0,0
2865,97,15.3,276.3,8.33,2.32,2,1
2866,115,24.94,106.2,8.9,3,2,0
2867,95,40.34,154,10.67,3.02,1,0
2868,17,27.68,229.6,14.97,3.67,0,1
2869,105,31.77,256.3,15.06,2.4,1,0
2870,121,14.64,259.8,6.66,2.46,2,0
2871,125,36.09,215.4,8.41,3.05,2,0
2872,124,25.67,120.6,6.88,2.48,2,0
2873,35,26.96,130.4,10.34,1.86,2,0
2874,134,50.32,226.4,11.11,3.32,0,1
2875,123,36.09,251.5,9.39,1.78,3,0
2876,124,39.85,179.3,12.85,2.81,3,0
2877,133,30.06,187.5,8.86,1.76,2,0
2878,185,26.74,257.7,8.57,2.59,0,0
2879,1,24.92,172.8,7.82,2.7,1,0
2880,107,44.29,102.4,5.84,2.65,1,0
2881,91,24.84,277.4,6.2,1.67,1,0
2882,178,21.17,141.2,12.07,3.08,2,1
2883,123,35.6,237.4,10.76,2.65,1,0
2884,170,48.57,167.5,11.7,2.35,1,1
2885,135,32.45,161.4,10.44,2.27,1,0
2886,85,24.55,264.6,8.34,2.67,1,0
2887,134,35.5,132.9,6.15,3,2,0
2888,148,13.19,207,11.51,2.94,1,0
2889,93,46.09,237.4,6.54,2.27,1,1
2890,138,40.94,144.5,5.66,3.13,0,0
2891,159,19.52,192.6,11.66,3.29,0,0
2892,103,23.6,142,8.27,3.19,1,0
2893,150,35.67,155,11.32,1.94,0,0
2894,37,22.93,248.4,10.63,3.97,3,0
2895,33,27.88,153.1,5.57,1.73,0,0
2896,55,41.74,192.7,6.38,2.46,1,0
2897,134,13.65,199.9,7.69,4.48,0,0
2898,107,15.42,207.5,7.62,1.51,2,0
2899,80,32.35,256.6,9.67,1.03,1,0
2900,78,18.46,209.9,10.02,2.13,1,1
2901,85,15.27,233.2,7.46,2.51,4,1
2902,61,42.91,187.8,11.68,2.7,2,0
2903,97,31.18,269.1,9.16,1.81,5,0
2904,136,31.18,141.9,9.02,2.81,2,0
2905,135,26.38,135.9,8.31,1.03,3,0
2906,87,28.19,186.9,11.24,0,1,0
2907,165,35.6,273.8,6.76,3.46,0,0
2908,148,47.48,201.6,12.64,2.13,2,1
2909,99,29.6,99.1,9.52,2.08,2,0
2910,123,29.87,184.6,7.06,2.46,2,0
2911,127,43.61,222.1,7.05,3.51,1,0
2912,151,28.93,187.5,5.38,1.16,0,0
2913,185,23.73,250.2,7.11,2.92,1,0
2914,65,35.5,142.1,9.66,3.38,4,0
2915,58,35.72,248.9,7.14,3.89,4,0
2916,104,19.31,158.6,8.45,2.84,2,0
2917,44,34.44,163,12.06,2.24,0,0
2918,58,29.65,265.8,8.21,0,4,0
2919,108,35.8,164.2,9.06,2.54,0,0
2920,132,20.66,253,8.81,2.89,1,0
2921,80,21.73,181.6,8.88,4.29,2,0
2922,162,22.98,242,11.11,2.75,2,0
2923,110,16.9,275,9.54,4.51,2,0
2924,96,47.07,246.9,11.45,2.78,1,1
2925,168,27.78,240.1,7.38,3.13,2,1
2926,72,48.86,235.3,13.14,1.35,4,1
2927,125,20.49,227.8,7.13,2.75,1,0
2928,170,31.3,204.9,10.09,2.65,2,0
2929,71,31.45,232.5,8.6,4.02,3,0
2930,124,27.35,144.2,5.42,3.48,1,0
2931,68,35.29,251.6,8.62,2.94,2,0
2932,97,35.56,0,7.89,3.19,1,0
2933,98,26.93,306.6,6.49,0.57,1,0
2934,24,25.33,131,10.74,2.32,2,1
2935,136,34.77,208.8,10.08,2.65,0,0
2936,44,49.1,175.9,9.69,2.57,0,1
2937,96,18.46,206.4,5.68,3.62,0,0
2938,31,16.58,260.4,3.99,1.89,1,0
2939,72,28.31,261,11.82,3.59,0,0
2940,24,26.55,90,9.23,1.97,1,0
2941,112,38.28,256.8,11.24,3.11,4,0
2942,117,48.86,259.6,6.89,2.7,1,1
2943,137,29.8,241.3,9.51,2.11,0,0
2944,136,17.36,219.5,3.32,2.65,0,0
2945,95,26.84,259.6,10.35,3.78,0,0
2946,82,24.91,246.4,8.96,1.11,1,0
2947,145,41.79,286.7,10.83,2.43,1,1
2948,56,30.21,215.6,10.65,2.84,1,0
2949,155,42.64,152.5,6.66,2.7,2,0
2950,133,20.03,199.2,10.98,3.19,0,1
2951,53,20.35,189.7,11.53,3.48,2,0
2952,123,41.17,226.1,12.09,2.21,5,1
2953,136,27.78,249.3,11.24,2.65,7,0
2954,57,27.37,208,9.36,2.27,3,0
2955,62,21.88,169.5,8.71,2.78,1,0
2956,112,13.87,268.1,6.34,2.32,1,0
2957,55,35.31,199.7,9.74,1.97,1,0
2958,95,21.86,216.2,11.49,1.7,6,1
2959,125,39.66,209.8,9.48,2.46,1,0
2960,1,30.96,134.9,6.85,2.7,5,1
2961,98,28.56,163.2,7.77,2.16,6,1
2962,105,42.77,175.1,8.3,1.46,1,0
2963,113,31.25,183.4,10.58,3.13,0,0
2964,99,43.59,214.5,10.52,2.13,3,1
2965,103,30.63,97.7,8.18,2.27,1,0
2966,177,38.73,161.8,9.76,2.16,1,0
2967,149,25.13,276.8,6.75,2.75,0,0
2968,160,39.93,270.8,9.87,3.75,1,1
2969,116,18.85,213.4,8.38,2.13,2,0
2970,90,21.17,231.7,10,1.73,1,0
2971,148,39.7,187.7,5.5,2.59,0,1
2972,147,33.54,141.1,9.54,2.73,2,1
2973,95,9.89,202.1,9.47,2.81,0,0
2974,201,36.16,225.2,8.78,1.89,1,0
2975,80,25.76,131.7,10.59,3.19,0,0
2976,122,24.87,218.7,10.62,3.11,1,0
2977,132,33.17,148.8,10.1,1.81,0,0
2978,83,35.51,214.8,11.16,3.51,1,0
2979,99,23.07,208.4,9.4,2.38,7,1
2980,84,38.4,275.6,9.06,3.86,3,1
2981,46,20.77,167.2,8.77,2.62,1,0
2982,87,26.06,224.5,12.3,2.4,2,0
2983,150,36.38,192.4,10.92,2.13,1,0
2984,73,33.12,167.2,4.51,2.92,1,0
2985,7,35.14,281.1,7.13,2.97,3,0
2986,89,31.96,151.3,9.09,2.84,2,0
2987,131,20.79,118.8,6.66,3.7,3,1
2988,105,44.08,175.2,10.01,3.24,3,0
2989,108,19.57,211.3,6.12,3.73,2,1
2990,47,29.39,137.6,9.17,2.24,1,0
2991,101,26.59,130.4,9.33,1.97,1,0
2992,182,21.78,143.4,8.59,3.13,1,0
2993,161,33.42,170.2,8.74,3.38,1,0
2994,128,38.74,302.6,8.62,1.49,1,1
2995,69,33.13,191.6,6.89,3.56,2,0
2996,113,7.63,134.2,7.58,3.59,1,0
2997,87,44.68,215.8,6.97,2.11,0,0
2998,71,35.9,252.7,10.16,3.32,0,0
2999,76,34.68,225.1,10.81,2.59,1,0
3000,87,37.94,127.5,13.02,3.92,3,0
3001,117,20.23,187.5,8.52,3.11,1,0
3002,177,45.24,225.2,10.11,2.4,3,1
3003,95,22.85,152.4,10.64,2.54,1,0
3004,76,29.09,257.2,4.12,4.37,1,0
3005,66,28.99,254.3,8.88,2.84,2,0
3006,110,30.35,146.9,9.77,2.67,1,0
3007,204,34.88,154.8,8.61,3.81,3,0
3008,32,39.58,183.5,9.31,3.51,0,0
3009,133,40.78,253.8,5.79,1.81,5,0
3010,185,9.45,288.7,5,3.27,2,0
3011,103,26.1,241.9,11.01,2.86,1,0
3012,91,18.67,189.6,9.3,3,1,0
3013,131,33.34,185.5,11.25,1.4,2,0
3014,153,28.36,143.5,9.48,3.19,0,0
3015,132,19.24,269.9,10.31,1.92,2,0
3016,148,34.51,150.9,11.05,3.94,1,0
3017,141,41.28,234.1,9.52,1.62,5,0
3018,105,26.61,140.2,10.23,3.29,2,0
3019,169,45.34,158.2,12.95,3.73,3,1
3020,127,30.94,216.1,7.06,2.65,1,0
3021,57,14.6,193.9,10.42,2.73,0,0
3022,123,24.92,114.8,9.92,0.78,0,0
3023,103,18.79,208.3,3.93,3.75,4,1
3024,101,20.16,199.6,2.4,3.11,1,0
3025,123,33.59,80,5.44,4.21,2,0
3026,78,35.75,192.2,11.07,2.92,6,0
3027,101,37.45,285.8,9.14,2.54,4,0
3028,129,25.5,232.4,11.75,3.38,1,0
3029,67,27.49,207.6,9.26,2.48,0,0
3030,37,32.54,167.4,9.74,3.78,3,0
3031,64,24.94,148.3,10.74,3.38,3,0
3032,173,18.6,101.3,7.53,2.11,1,0
3033,135,24.5,249.8,9.51,3.67,1,0
3034,75,42.31,170.8,4.7,3.02,1,0
3035,88,14.57,221.6,8.58,3.13,4,1
3036,112,36.52,209.7,7.4,2.54,3,0
3037,113,27.01,242.8,11.15,1.76,0,0
3038,121,18.7,141.5,10.68,1.73,2,0
3039,70,25.98,183.6,6.83,2.84,1,0
3040,90,24.75,197.1,13.25,2.84,0,0
3041,39,15.86,199.6,9.28,1.76,0,0
3042,142,36.86,187.8,6.21,2.24,0,0
3043,176,34.32,154.7,7.4,2.43,1,0
3044,105,24.89,225.1,10.35,2.3,1,0
3045,57,46.36,224.9,8.02,2.84,2,1
3046,110,3.21,258.4,4.93,4,1,0
3047,88,29.38,193.4,4.03,3.46,2,0
3048,95,32.33,157.1,8.17,3.78,0,0
3049,147,22.2,208.1,9.21,4.21,3,0
3050,101,26.93,188,9.89,3.65,4,1
3051,115,28.31,236.2,9.25,4.21,1,0
3052,103,21.98,202.8,10.49,3.48,2,0
3053,82,33.88,193.4,11.45,1.89,0,0
3054,141,31.47,233,6.85,2.46,0,0
3055,149,29.82,197.4,8.47,2.62,2,0
3056,131,44.78,151.9,9.83,2.89,2,0
3057,119,16.01,264.1,9.17,1.97,1,0
3058,112,32.2,219,7.56,1.92,3,0
3059,116,20.06,167.2,9.26,3.19,2,0
3060,94,36.06,189.4,15.85,2.27,3,0
3061,90,37.74,187,12.7,3.35,2,0
3062,114,37.88,180.5,6.81,3.51,0,0
3063,63,32.3,116.6,6.37,3.29,1,0
3064,130,46.21,237.2,9.45,2.35,4,1
3065,122,33.22,268.2,7.56,2.27,3,0
3066,166,33.93,214.3,8.86,1.94,3,0
3067,62,17,173.5,9.81,2.73,0,0
3068,78,27.3,223.1,5.58,2.57,2,0
3069,148,26.98,160.5,9.82,2.67,1,0
3070,154,26.27,214.2,8.01,3.24,3,1
3071,110,32.69,129.3,6.13,1.7,1,0
3072,75,51.87,188,10.59,2.3,0,1
3073,84,32.81,153.6,11.72,2,2,0
3074,113,12.33,204,5.31,1.78,1,0
3075,181,17.88,341.3,7.46,1.7,2,0
3076,51,30.69,134.7,7.68,2.7,2,0
3077,102,36.5,314.3,12.61,3.86,0,0
3078,107,14.76,108.1,9.19,3.56,1,0
3079,88,22.36,174.8,8.29,2.13,5,1
3080,82,23.02,237.1,5.32,4.73,0,0
3081,204,29.63,254.1,7.94,1.59,6,0
3082,130,34.66,191.8,5.96,3.27,3,0
3083,174,40.04,142.3,14.25,3.38,0,0
3084,129,26.69,256.9,8.35,3.27,2,0
3085,190,19.02,223,10.94,2.7,3,0
3086,54,40.17,152.8,7.21,3.02,3,0
3087,78,27.81,283.4,11.79,2.32,0,0
3088,100,36.31,175.9,9.32,2.4,1,0
3089,70,24.38,170,5.76,2.54,3,0
3090,111,13.31,198.2,11.18,3.27,1,0
3091,117,16.51,228,10.8,2.86,1,0
3092,68,16,147.6,9.61,2.73,0,0
3093,27,38.47,274.3,10.92,2.21,2,1
3094,91,22.75,158.8,8.53,2.84,1,0
3095,181,32.35,249,9.71,2.86,1,0
3096,118,50.13,165.7,8.51,2.65,3,0
3097,112,31.52,191.4,6.48,2.7,2,0
3098,93,30.52,191.9,7.45,3.24,0,0
3099,102,26.86,207.9,8.57,2.73,0,0
3100,93,29.41,190.4,13.05,2.81,0,0
3101,107,22.81,211.9,7.54,2.21,1,0
3102,100,21.28,230.9,8.64,3.4,3,0
3103,115,33.3,227,14.09,3.56,2,0
3104,63,36.41,181.2,7.83,2.78,0,0
3105,57,37.59,236.7,11.35,2.57,0,0
3106,119,22.44,173.3,9.16,3.13,1,0
3107,73,26.79,198.3,16.42,2.46,1,0
3108,98,18.75,182.4,8.27,2.97,2,0
3109,139,27.46,192.9,7.57,3.02,0,0
3110,31,29.21,240.7,11.05,2.86,1,0
3111,129,35.87,155.1,10.57,3.08,1,0
3112,115,23.68,192.3,6.8,2.51,7,1
3113,108,49.57,221.1,10.31,3.78,2,1
3114,139,23.63,132.9,12.24,3.27,0,0
3115,102,39.92,199.2,7.34,2.7,4,0
3116,149,31.89,201.4,11.89,2.38,1,0
3117,113,27.17,210.1,7.88,3.54,2,0
3118,131,30.11,194,11.4,1.4,1,0
3119,83,20.04,160.4,10.59,3.08,0,0
3120,96,42.09,256.3,7.14,2.92,2,0
3121,98,28.88,138.3,6.42,2.3,1,0
3122,3,31.45,203.7,7.67,3.81,3,0
3123,77,34.83,201,9.89,3.05,0,0
3124,75,38.34,182,12.19,2.54,3,0
3125,40,28.85,141.4,11.39,2.84,4,1
3126,108,40.68,223.4,11.31,2.86,0,0
3127,100,19.26,197.9,12.8,3.16,4,1
3128,16,27.52,230.1,6.7,2.75,3,0
3129,115,22.66,185.7,7.27,1.51,2,0
3130,108,29.02,109.9,7.46,2.35,3,0
3131,107,32.25,156.1,10.98,2.24,5,0
3132,161,54.79,230.4,10.87,2.11,2,1
3133,147,21.15,320.9,7.07,2.81,2,0
3134,107,24.97,114.3,5.15,3.08,3,0
3135,120,32.74,206.4,12.74,2.92,1,0
3136,107,16.37,179.6,7.48,2.78,1,0
3137,58,22.42,167.6,9.27,3.97,3,0
3138,91,25.02,175.2,6.13,3.59,2,0
3139,13,24.33,239.6,9.98,1.92,2,0
3140,104,47.67,179.4,6.78,4.1,5,0
3141,93,40.32,213.1,8.67,2.89,1,0
3142,95,31.31,181.6,6.45,3.46,2,0
3143,104,18.55,187.1,9.75,2.7,3,0
3144,35,23.48,158.2,9.71,2.78,5,1
3145,62,31.76,207.6,8.78,2.38,3,0
3146,143,26.42,290.9,10.28,3.75,1,0
3147,62,41.7,122.9,10.28,2.3,4,0
3148,60,35,277.4,9.09,2.97,0,1
3149,41,35.22,214.1,8.69,3.21,1,0
3150,34,25.76,248.7,8.99,2.89,2,0
3151,56,37.72,278.2,12.96,1.92,0,1
3152,183,32.3,246.6,13.69,2.57,1,0
3153,94,37.54,156.2,8.46,2.84,2,0
3154,73,29.53,204,7.86,1.7,2,0
3155,123,19.52,150,12.09,2.59,2,0
3156,64,19.35,192.3,9.67,2.81,3,0
3157,127,24.34,179.5,7.73,1.67,4,1
3158,33,31.35,203.8,10.68,2.51,3,0
3159,27,38.66,248,2.76,2.11,1,0
3160,123,38.08,210.7,10.44,0.57,0,0
3161,148,36.75,185.7,13.5,2.7,2,0
3162,81,22.08,230.1,6.32,3.59,0,0
3163,122,39.12,287.6,7.97,1.86,2,0
3164,52,34.75,273.2,8.08,2.97,1,0
3165,91,36.82,173.1,10.89,2.46,1,0
3166,54,42.08,225.4,10.99,2.75,2,1
3167,152,38.78,136.4,8.88,2.43,1,0
3168,201,38.4,299.1,11.31,3.02,1,1
3169,78,17.6,117.9,9.05,3.24,4,1
3170,67,19.64,252.2,9.4,2.03,0,0
3171,100,37.2,148.3,12.5,2.62,1,0
3172,41,38.05,244.8,10.07,3.32,3,0
3173,133,24.45,184,12.4,3.48,3,0
3174,36,5.08,129.1,14.67,2.32,2,0
3175,51,47.04,203.7,11.08,2.24,0,0
3176,122,24.04,146.4,5.54,2.19,0,0
3177,84,26.16,140.7,9.8,3.46,1,0
3178,91,32.39,205.5,5.88,3.73,0,0
3179,110,32.74,178.9,9.66,2.54,1,0
3180,91,25.81,103.6,7.03,3.29,1,0
3181,121,36.65,192.9,6.48,2.73,5,0
3182,109,30.6,229,6.27,2.11,3,0
3183,95,26.74,197.5,5.77,2.27,2,0
3184,72,33.41,158.6,12.12,1.84,0,0
3185,73,40.85,162.5,10.44,3.21,0,0
3186,108,32.86,154.7,7.87,2.54,3,0
3187,58,36.02,274.4,9.47,1.46,1,0
3188,148,37.18,155.6,12.48,2.21,1,0
3189,76,41.96,206.3,9.38,3.56,0,1
3190,103,29.7,148,7.57,4.27,6,1
3191,87,40.8,134.1,8.51,2.51,0,1
3192,35,30.8,177.6,10.26,1.35,2,0
3193,88,19.33,165.1,6.37,2.92,1,0
3194,67,29.7,160.6,6.99,3.62,0,0
3195,77,35.89,223.5,6.68,2.62,2,0
3196,124,28.78,178.6,10.9,3.29,1,0
3197,30,42.06,175.9,12.93,3.05,0,0
3198,53,22.3,227.4,8.05,3.46,2,0
3199,152,27.44,163.6,6.89,3.19,1,0
3200,100,18.22,86.8,7.03,2.62,1,0
3201,59,36.02,202.9,9.61,2.38,1,0
3202,143,27.27,285.9,8.21,1.86,3,0
3203,142,39.22,256.8,11.88,1.73,1,0
3204,105,39.54,253.4,6.93,2.84,1,0
3205,111,50.1,294.6,11.7,2.92,1,1
3206,143,22.68,223.9,8.12,2.75,1,0
3207,93,52.05,189.7,10.81,3.16,0,0
3208,79,40.26,186.4,5.71,2.81,2,0
3209,68,21.37,275.9,9.65,3.83,3,1
3210,93,28.63,276,8.83,3.08,1,0
3211,103,12.05,134.5,7.6,3.24,2,0
3212,144,17.85,121.8,9.97,1,0,0
3213,93,25.86,215.5,11.81,3.24,1,0
3214,149,30.75,194.9,8.9,2.38,3,0
3215,23,26.62,161.5,13.26,2.54,1,0
3216,221,30.69,224.1,9.26,0.65,0,0
3217,164,40.6,230,9.28,3.56,1,0
3218,104,30.96,213.6,8.69,3.62,2,0
3219,150,23.73,332.8,9.62,2.38,2,0
3220,184,34.05,253.6,6.72,2.75,0,0
3221,88,26.1,251.7,8.2,2.3,1,0
3222,61,21.79,171.7,11.29,3.16,3,0
3223,110,27.12,202.3,11.52,4.51,2,0
3224,115,38.49,276.8,9.6,3.32,3,1
3225,33,42.82,194.6,9.5,2.27,2,0
3226,100,44.97,194,11.82,2.03,2,1
3227,209,26.13,188.6,9.04,2.89,0,0
3228,27,39.46,210.8,7.44,4.05,5,0
3229,117,34.32,212.3,7.96,2.11,1,0
3230,87,31.77,182.6,6.44,1.13,1,0
3231,129,33.42,180.6,11.03,1.78,1,0
3232,142,39.46,168.2,8.88,2.67,1,0
3233,112,28.22,74.6,11.16,1.7,0,0
3234,75,34.1,164.1,7.63,0.68,1,0
3235,97,23.97,212,7.88,1.32,3,0
3236,121,41.65,216.9,5.06,2.03,0,0
3237,142,23.94,228.6,6.88,2.94,1,0
3238,121,43.37,266.9,8.9,2.38,3,1
3239,87,21.25,235.3,9.69,2.75,2,0
3240,34,30.7,280.4,13.16,1.35,1,0
3241,177,42.28,172.3,8.64,3.05,1,1
3242,58,30.28,236.7,11.88,2.27,0,0
3243,113,20.77,131.7,7.63,2.78,5,1
3244,101,39.32,224.7,9.66,1.94,1,0
3245,89,18.9,122.1,8.14,3.4,3,0
3246,77,17.54,236.3,9.16,3.21,0,1
3247,146,23.53,158.9,2.13,1.05,4,1
3248,93,24.87,216.6,10.49,3.11,0,0
3249,160,35.07,241.1,10.25,3.16,0,0
3250,55,22.44,279.6,8.1,3.65,0,0
3251,88,46.68,161.1,8.75,2.48,2,0
3252,63,31.5,225.3,8.74,3.16,0,0
3253,127,26.32,177.2,9.34,2.43,1,0
3254,57,30.46,283.2,10.26,3.97,1,0
3255,138,48.65,187.2,6.58,2.97,2,1
3256,115,45.56,153.6,10.45,4.59,3,0
3257,171,23.38,198.1,13.17,3.59,2,0
3258,148,41.31,191.8,5.3,3.62,2,0
3259,127,22.93,221.5,5.12,4.05,1,0
3260,61,39.81,216.7,5.88,3.75,1,0
3261,131,29.77,171.9,5.9,1.97,1,0
3262,88,24.17,262.4,6.26,2.73,1,0
3263,130,22.51,200.3,9.11,1.62,2,0
3264,89,16.63,207.2,9.65,1.59,0,0
3265,82,45.37,229.7,11.33,2.97,3,1
3266,138,26.38,268.3,8.39,2.62,3,0
3267,115,34.03,244.9,8.59,2.38,1,0
3268,84,49.15,233.8,10.06,3.43,2,1
3269,117,33.73,249.5,7.33,2.84,1,0
3270,60,30.65,208,8.15,3.46,2,0
3271,62,14.67,238.7,10.73,3.38,2,0
3272,133,50.15,223.6,10.32,3.48,2,1
3273,131,40.95,167.4,14.5,3.97,3,0
3274,65,35.31,217.5,5.65,2.16,1,0
3275,120,21.85,163.7,10.93,0,1,0
3276,142,38.15,146,10.86,2.38,1,0
3277,134,28.03,126.5,10.73,2.7,2,0
3278,87,40.46,164.5,12.71,2.86,2,0
3279,139,39.27,222.3,6.66,2.24,2,0
3280,76,18.24,238.2,12.23,2.7,4,1
3281,100,31.45,182.5,12.37,1.38,1,0
3282,99,41.5,203.4,10.53,2.08,3,0
3283,99,40.53,246.5,8.93,3.35,3,0
3284,48,23.99,224.7,7.84,3.56,1,0
3285,57,26.88,115.2,8.21,3.19,0,0
3286,106,37.42,222.2,7.13,3.54,0,0
3287,170,33.92,135,8.31,2.94,4,1
3288,78,18.62,286.1,11.14,1.32,1,0
3289,39,31.82,114.7,4.71,3.56,1,0
3290,127,18.34,187,9.83,0,0,0
3291,119,29.26,223.6,6.75,3.75,1,1
3292,114,34.65,87.8,7.48,3.16,1,0
3293,95,27.2,215.3,8.5,2.46,0,0
3294,116,8.69,208.6,8.91,3.32,1,0
3295,110,38.71,170,5.79,3.16,1,0
3296,74,34.65,205.1,6.97,2.43,1,0
3297,148,41.09,165.8,7.23,3.05,1,0
3298,83,13.28,239.3,6.5,3.32,1,0
3299,73,31.93,149.2,9.06,2.97,2,0
3300,111,21.61,228.3,7.5,1.92,1,0
3301,84,47.6,202.2,7.06,2.81,0,1
3302,75,26.04,210.8,6.91,2.11,1,0
3303,114,23.31,155.7,11.14,3.11,2,0
3304,71,31.64,198.6,9.29,3.73,4,1
3305,58,38.1,238.8,7.84,3.11,2,0
3306,106,14.21,203.9,10.33,2.19,1,0
3307,172,34.66,234,7.23,4.81,4,0
3308,45,35.92,165.7,11.97,3.59,1,0
3309,100,37.3,225.7,11.49,3.24,4,0
3310,94,32.37,92,10.12,3.67,2,0
3311,128,25.11,283.3,8.47,1.86,2,0
3312,181,39.08,144.4,11.81,3.83,2,0
3313,127,17.48,143.7,8.61,2.7,1,0
3314,89,30.38,233.7,5.94,2.46,1,0
3315,149,25.25,114.5,8.02,1.76,0,0
3316,103,27.9,219.1,9.91,3.32,0,0
3317,163,33.52,188.5,9.5,2.11,1,0
3318,52,21.23,300.5,8.66,3.13,2,0
3319,89,19.62,209.9,12.64,4.29,3,0
3320,122,23.8,196.4,5.4,2.62,4,1
3321,60,32.96,85,9.45,3.56,3,0
3322,62,54.59,265.5,8.12,3.11,4,1
3323,117,20.13,249.3,10.22,3.67,5,1
3324,159,28.87,197.7,8.72,3.13,1,0
3325,78,32.88,116.9,10.95,2.51,2,0
3326,96,18.12,284.8,8.05,4.02,1,0
3327,79,22.9,189.7,9.96,3.19,2,0
3328,192,26.55,215.5,12.56,2.67,2,0
3329,68,39.29,153.4,8.61,2.59,3,0
3330,28,30.74,288.8,8.64,3.81,2,0
3331,184,36.35,159.6,6.26,1.35,2,0
3332,74,39.85,265.9,10.86,3.7,0,0
